id,Address,Response_Address,Response_X,Response_Y,title,hotview,region
40,台北市-信義區 忠孝東路五段X號,臺北市信義區興雅里1鄰忠孝東路五段1之10號,121.565242,25.041292,@K近永春捷運  大面寬金店面,52 人,信義區
41,台北市-松山區 南京東路五段X號,臺北市松山區吉祥里18鄰南京東路五段2之1號,121.558091,25.05132,@Y 饒河商圈,64 人,松山區
42,台北市-大安區 大安路二段X號1樓,臺北市大安區住安里9鄰大安路二段86之1號,121.545957,25.031498,@S 大安捷運 信維市場 三角窗金店面,86 人,大安區
43,台北市-大安區 和平東路二段X號,臺北市大安區龍門里7鄰和平東路二段18之1號,121.536039,25.025688,@W人潮特多質感特優金店,86 人,大安區
44,台北市-信義區 松山路X號1樓,臺北市信義區四育里4鄰松山路136之1號,121.577392,25.047274,T 松山家商商圈 人潮金店,57 人,信義區
45,台北市-大安區 羅斯福路二段X號B1樓,臺北市中正區新營里15鄰羅斯福路二段7之1號,121.521164,25.029148,@  古亭捷運出口30秒地下室大坪數空間,65 人,大安區
46,台北市-大安區 羅斯福路三段X號1樓,臺北市中正區頂東里6鄰羅斯福路三段2之1號,121.524659,25.023391,** 台大公館商圈 稀有A級金店面,70 人,大安區
47,台北市-士林區 承德路四段X號1樓,臺北市士林區明勝里1鄰承德路四段5之2號,121.521924,25.079789,:) 承德路近劍潭站大坪數金店面,85 人,士林區
48,台北市-中山區 建國北路一段X號1樓,臺北市中山區朱崙里3鄰建國北路一段5之1號,121.536729,25.046543,S 建國北路 袖珍博物館旁 黃金店面,55 人,中山區
49,台北市-文山區 木柵路三段X號1樓,臺北市文山區木柵里9鄰木柵路三段41之1號,121.565922,24.988555,:) 木柵路熱鬧人潮金店面,81 人,文山區
50,台北市-松山區 長春路X號,臺北市中山區康樂里6鄰長春路14之1號,121.52359,25.054858,:) 南京復興站優質大坪數地下樓,55 人,松山區
51,台北市-萬華區 康定路X號1樓,臺北市萬華區萬壽里11鄰康定路1之1號,121.503424,25.046168,:) 康定路近捷運金店面,59 人,萬華區
52,台北市-文山區 興隆路三段X號,臺北市文山區興得里9鄰興隆路三段54之1號,121.555905,25.000134,:) 萬芳醫院捷運站 金店面,67 人,文山區
53,台北市-中山區 民生東路一段X號1樓,臺北市中山區聚盛里9鄰民生東路一段25之10號,121.524731,25.058197,:) 民生東路大坪數使用金店面,76 人,中山區
54,台北市-信義區 東興路X號1樓,臺北市松山區新聚里26鄰東興路13之1號,121.565534,25.050247,** 家樂福旁 大坪數一樓店辦熱情招租,73 人,信義區
55,台北市-信義區 永吉路X號1樓,臺北市信義區雅祥里7鄰永吉路21之1號,121.568165,25.045872,* 永春愛買商圈 優質賺錢店辦,55 人,信義區
56,台北市-大安區 敦化南路一段X號1樓,臺北市松山區福成里1鄰敦化南路一段2之1號,121.548478,25.047618,* ZARA後巷商圈 大面寬金店面,78 人,大安區
57,台北市-信義區 忠孝東路四段X號1樓,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,:) 國父紀念館站文創園區稀有店面,75 人,信義區
58,台北市-大安區 復興南路二段X號1樓,臺北市大安區住安里1鄰復興南路二段11之1號,121.543792,25.032595,N 科技大樓站商圈 賺錢金店面,79 人,大安區
59,台北市-中山區 中山北路二段X號1樓,臺北市中山區民安里10鄰中山北路二段4之2號,121.522373,25.052663,N 晶華酒店商圈 高消費客群三角窗金店,53 人,中山區
60,台北市-中正區 信義路一段X號1樓,臺北市中正區東門里16鄰信義路一段5之1號,121.522052,25.036829,* 中正紀念堂商圈 邊間金店面,97 人,中正區
61,台北市-中正區 羅斯福路一段X號1樓,臺北市中正區新營里3鄰羅斯福路一段1之2號,121.517376,25.034307,@ 中正紀念堂南門市場商圈金店面,52 人,中正區
62,台北市-中山區 林森北路X號1樓,臺北市中正區梅花里7鄰林森北路7之1號,121.523746,25.045626,S 林森北路上  精華優質 黃金店面,90 人,中山區
63,台北市-信義區 吳興街X號1樓,臺北市信義區景聯里2鄰吳興街19之1號,121.559719,25.031618,S 吳興街優質商圈一樓前可停車好店辦,80 人,信義區
64,台北市-士林區 承德路四段X號,臺北市士林區明勝里1鄰承德路四段5之2號,121.521924,25.079789,S 近劍潭捷運 稀有 超大坪數 黃金店面,90 人,士林區
65,台北市-松山區 光復北路X號1樓,臺北市松山區吉祥里27鄰光復北路3之1號,121.55801,25.048635,:) 介壽國中民生公園大坪數店辦,97 人,松山區
66,台北市-大安區 和平東路三段X號1樓,臺北市大安區虎嘯里1鄰和平東路三段46之2號,121.547798,25.024482,:) 麟光捷運站 極品三角窗,79 人,大安區
67,台北市-中正區 羅斯福路二段X號1樓,臺北市中正區新營里15鄰羅斯福路二段7之1號,121.521164,25.029148,! 古亭捷運站大馬路三角窗純一樓,53 人,中正區
68,台北市-大同區 南京西路X號3樓,臺北市中山區民安里10鄰南京西路1之1號,121.521814,25.052535,T  南京西圓環 優質住辦,91 人,大同區
69,台北市-大安區 復興南路一段X號,臺北市松山區中崙里1鄰復興南路一段1之1號,121.544131,25.047256,#NAME?,55 人,大安區
70,台北市-信義區 忠孝東路四段X號,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,T 松菸文創商圈 人潮金店,55 人,信義區
71,台北市-大安區 敦化南路一段X號,臺北市松山區福成里1鄰敦化南路一段2之1號,121.548478,25.047618,@  東區商圈人潮賺錢金店面,100 人,大安區
72,台北市-中山區 民權東路三段X號1+2樓,臺北市中山區江寧里14鄰民權東路三段2之1號,121.537921,25.062144,! 民權東路三段大馬路大面寬金店面,90 人,中山區
73,台北市-大安區 敦化南路一段X號1樓,臺北市松山區福成里1鄰敦化南路一段2之1號,121.548478,25.047618,! 敦化南路177巷熱鬧金店面,85 人,大安區
74,台北市-中山區 民權東路三段X號1樓,臺北市中山區江寧里14鄰民權東路三段2之1號,121.537921,25.062144,! 民權東路三段大馬路大面寬金店面,85 人,中山區
75,台北市-中正區 汀州路三段X號1樓,臺北市中正區富水里9鄰汀州路三段38之10號,121.528752,25.016064,T 公館夜市 人潮金店,77 人,中正區
76,台北市-大安區 臨江街X號1樓,臺北市大安區臨江里6鄰臨江街4之1號,121.556846,25.029444,@ 臨江夜市商圈賺錢金店面,57 人,大安區
77,台北市-大安區 信義路三段X號1樓,臺北市大安區民炤里10鄰信義路三段1之2號,121.533096,25.03379,* 大安站商圈 人潮金店面,74 人,大安區
78,台北市-大安區 信義路三段X號2樓,臺北市大安區民炤里10鄰信義路三段1之2號,121.533096,25.03379,* 大安捷運站 人潮金店面,88 人,大安區
79,台北市-大安區 信義路三段X號1樓,臺北市大安區民炤里10鄰信義路三段1之2號,121.533096,25.03379,* 正信義路商圈 捷運出口金店面,63 人,大安區
80,台北市-內湖區 基湖路X號1樓,臺北市內湖區西湖里13鄰基湖路1之1號,121.565536,25.081577,! 內湖科學園區西湖站旁金店面,83 人,內湖區
81,台北市-中山區 中山北路一段X號1樓,臺北市中正區黎明里1鄰中山北路一段6之1號,121.519611,25.046198,! 條通熱鬧商圈金店面,75 人,中山區
82,台北市-信義區 忠孝東路四段X號,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,:)  SOGO服飾咖啡商圈金店面,92 人,信義區
83,台北市-信義區 信義路五段X號1樓,臺北市信義區西村里8鄰信義路五段15之1號,121.567043,25.033241,@ 捷運象山站優質三角窗店辦,56 人,信義區
84,台北市-內湖區 康寧路三段X號1樓,臺北市內湖區葫洲里20鄰康寧路三段12之1號,121.606569,25.072795,S 葫洲捷運站 三角窗顯眼黃金店面,97 人,內湖區
85,台北市-大安區 仁愛路四段X號1樓,臺北市大安區仁愛里5鄰仁愛路四段25之1號,121.544882,25.038231,* 國泰醫院商圈 三角窗金店面,63 人,大安區
86,台北市-大安區 仁愛路四段X號,臺北市大安區仁愛里5鄰仁愛路四段25之1號,121.544882,25.038231,#NAME?,69 人,大安區
87,台北市-萬華區 武昌街二段X號,臺北市萬華區萬壽里2鄰武昌街二段25之1號,121.507974,25.044561,T 西門商圈 人潮金店,86 人,萬華區
88,台北市-南港區 忠孝東路六段X號,臺北市南港區合成里26鄰忠孝東路六段21之1號,121.582548,25.046927,H 昆陽捷運站 人潮金店,81 人,南港區
89,台北市-大安區 基隆路二段X號1樓,臺北市信義區景聯里1鄰基隆路二段13之1號,121.559289,25.032233,$ 基隆路 人潮 車潮 錢潮 賺錢金店面,80 人,大安區
90,台北市-大安區 延吉街X號,臺北市松山區吉仁里4鄰延吉街2之1號,121.553298,25.047912,S 延吉百業店,65 人,大安區
91,台北市-萬華區 武昌街二段X號,臺北市萬華區萬壽里2鄰武昌街二段25之1號,121.507974,25.044561,:) 西門武昌街金店面,65 人,萬華區
92,台北市-松山區 南京東路三段X號1樓,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,#NAME?,79 人,松山區
93,台北市-大安區 通化街X之X號1樓,臺北市大安區通化里5鄰通化街17之1號,121.554355,25.031859,S 通化夜市旁金店面,87 人,大安區
94,台北市-松山區 八德路三段X號1樓,臺北市松山區敦化里1鄰八德路三段2之1號,121.549328,25.047842,#NAME?,91 人,松山區
95,台北市-大安區 敦化南路二段X號,臺北市大安區義安里3鄰敦化南路二段39之1號,121.549185,25.031523,N 敦南巷內 上班族多 面寬漂亮金店,87 人,大安區
96,台北市-中正區 金山南路一段X號,臺北市中正區文北里24鄰金山南路一段37之1號,121.529018,25.039667,T 金山南仁愛路交叉口 面寬金店面,99 人,中正區
97,台北市-中山區 長安東路二段X號1樓,臺北市中山區興亞里11鄰長安東路二段6之1號,121.530307,25.048402,#NAME?,84 人,中山區
98,台北市-松山區 民生東路四段X號1樓,臺北市松山區精忠里4鄰民生東路四段45之1號,121.5501,25.057935,$ 民生東路四段極品店面,65 人,松山區
99,台北市-中正區 寧波西街X號2樓,臺北市中正區南福里24鄰寧波西街4之1號,121.518813,25.031389,T 寧波西街商圈 人潮金店,77 人,中正區
100,台北市-信義區 光復南路X號2樓,臺北市松山區復建里11鄰光復南路4之1號,121.557644,25.047772,:) 光復南路大坪數金店辦,67 人,信義區
101,台北市-萬華區 萬大路X號1樓,臺北市萬華區頂碩里17鄰萬大路61之1號,121.500708,25.030995,:) 萬大路人潮金店面,92 人,萬華區
102,台北市-信義區 忠孝東路五段X號1樓,臺北市信義區興雅里1鄰忠孝東路五段1之10號,121.565242,25.041292,N 永春站商圈 人潮搶手金店面,59 人,信義區
103,台北市-大安區 新生南路一段X號2樓,臺北市中正區梅花里13鄰新生南路一段6之10號,121.532475,25.043796,#NAME?,57 人,大安區
104,台北市-大安區 安和路一段X號1樓,臺北市大安區建倫里3鄰安和路一段29之1號,121.550678,25.039158,#NAME?,68 人,大安區
105,台北市-大安區 四維路X號,臺北市大安區德安里11鄰四維路3之1號,121.548254,25.036737,N 仁愛醫院商圈 1+B1金店面,88 人,大安區
106,台北市-中山區 民權東路三段X號1樓,臺北市中山區江寧里14鄰民權東路三段2之1號,121.537921,25.062144,S 民權東復興北近松山機場大馬路金店面,88 人,中山區
107,台北市-大安區 延吉街X號,臺北市松山區吉仁里4鄰延吉街2之1號,121.553298,25.047912,#NAME?,88 人,大安區
108,台北市-松山區 南京東路五段X號1樓,臺北市松山區吉祥里18鄰南京東路五段2之1號,121.558091,25.05132,* 麥帥橋海霸王旁 精美賺錢店面,86 人,松山區
109,台北市-士林區 文林路X號,臺北市士林區仁勇里1鄰文林路32之1號,121.525764,25.086654,N 士林夜市商圈 一級戰區  搶手金店面,95 人,士林區
110,台北市-松山區 南京東路三段X號9樓,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,@  南京東小巨蛋商圈商業大樓,64 人,松山區
111,台北市-大安區 光復南路X號,臺北市松山區復建里11鄰光復南路4之1號,121.557644,25.047772,#NAME?,85 人,大安區
112,台北市-中山區 民權東路二段X號B1樓,臺北市中山區新福里20鄰民權東路二段1之1號,121.528204,25.063079,:) 民權東路大坪數地下樓,56 人,中山區
113,台北市-中正區 汀州路二段X號,臺北市中正區螢圃里7鄰汀州路二段66之1號,121.518434,25.025074,#NAME?,79 人,中正區
114,台北市-中山區 樂群三路X號1樓,臺北市中山區成功里20鄰樂群三路123之5號,121.555158,25.082957,S 大直豪宅質感店,100 人,中山區
115,台北市-中正區 羅斯福路四段X號1樓,臺北市中正區文盛里9鄰羅斯福路四段6之1號,121.53285,25.015886,@ 公館4號出口旁金店面,96 人,中正區
116,台北市-大同區 延平北路二段X號1樓,臺北市大同區永樂里10鄰延平北路二段4之1號,121.51166,25.054089,$ 大稻埕 特色懷舊老屋,60 人,大同區
117,台北市-中山區 中山北路二段X號2樓,臺北市中山區民安里10鄰中山北路二段4之2號,121.522373,25.052663,:) 中山北路大坪數金店辦,75 人,中山區
118,台北市-士林區 士商路X號,臺北市士林區福德里18鄰士商路5之1號,121.521046,25.089794,S 士商路超有氣質雙拼大店面,75 人,士林區
119,台北市-松山區 八德路四段X號,臺北市松山區復盛里1鄰八德路四段2之1號,121.558111,25.048117,S 饒河夜市旁 面寬漂亮 搶手黃金店面,79 人,松山區
120,台北市-中正區 仁愛路二段X號1樓,臺北市中正區文北里1鄰仁愛路二段6之1號,121.525585,25.038065,S 仁愛路優質人文店辦,97 人,中正區
121,台北市-萬華區 武昌街二段X號2樓,臺北市萬華區萬壽里2鄰武昌街二段25之1號,121.507974,25.044561,S 西門町徒步區人潮金店面,59 人,萬華區
122,台北市-中正區 汀州路一段X號1樓,臺北市中正區龍興里10鄰汀州路一段113之1號,121.509179,25.028374,** 汀州路與南海路口 便宜划算金店面,81 人,中正區
123,台北市-中山區 民權東路三段X號,臺北市中山區江寧里14鄰民權東路三段2之1號,121.537921,25.062144,! 松山機場 捷運 邊間金店面,71 人,中山區
124,台北市-松山區 八德路三段X號B1樓,臺北市松山區敦化里1鄰八德路三段2之1號,121.549328,25.047842,** 台視大樓商圈 稀有大坪數B1店面,71 人,松山區
125,台北市-中山區 農安街X號1樓,臺北市中山區恆安里6鄰農安街2之1號,121.522755,25.064856,:) 農安街金店面,80 人,中山區
126,台北市-信義區 信義路五段X號2樓,臺北市信義區西村里8鄰信義路五段15之1號,121.567043,25.033241,@ 世貿101正對面 休閒風店辦 有露臺,82 人,信義區
127,台北市-松山區 民生東路四段X號1樓,臺北市松山區精忠里4鄰民生東路四段45之1號,121.5501,25.057935,$ 民生社區 黃金店面,73 人,松山區
128,台北市-信義區 莊敬路X號,臺北市信義區景聯里13鄰莊敬路190之1號,121.561134,25.030699,@ 莊敬路 北醫 吳興街商圈優質金店面,83 人,信義區
129,台北市-信義區 忠孝東路四段X號1樓,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,$ 松山文創賺錢金店面,63 人,信義區
130,台北市-大同區 華陰街X號,臺北市中山區民安里1鄰華陰街3之1號,121.520682,25.049055,台北後站商圈業績爆表金店~年貨服飾~人潮,86 人,大同區
131,台北市-士林區 大東路X號,臺北市士林區仁勇里4鄰大東路2之1號,121.525404,25.087005,@@ 正士林夜市賺錢金店面,57 人,士林區
132,台北市-大安區 文昌街X號,臺北市大安區義安里1鄰文昌街37之1號,121.550205,25.03291,@@ 信義安和捷運站旁小金店,91 人,大安區
133,台北市-大安區 光復南路X號,臺北市松山區復建里11鄰光復南路4之1號,121.557644,25.047772,** 捷運站店面出租 東區國父紀念館商圈,83 人,大安區
134,台北市-松山區 富錦街X號,臺北市松山區東榮里24鄰富錦街340之1號,121.557111,25.060134,a 超優質店面 創業首選,96 人,松山區
135,台北市-大安區 信義路三段X號,臺北市大安區民炤里10鄰信義路三段1之2號,121.533096,25.03379,@@ 捷運大安站人潮不斷金店面,80 人,大安區
136,台北市-大安區 忠孝東路四段X號,臺北市大安區仁愛里1鄰忠孝東路四段2之1號,121.54399,25.041391,** 捷運忠孝復興站正出口鑽石店面,75 人,大安區
137,台北市-中正區 館前路X號1樓,臺北市中正區黎明里10鄰館前路4之6號,121.514892,25.046201,@@ 站前商圈新光百貨黃金店面,58 人,中正區
138,台北市-大安區 大安路一段X號,臺北市大安區光武里17鄰大安路一段2之1號,121.546008,25.044847,H大安路 一級店面,64 人,大安區
139,台北市-松山區 民生東路三段X號,臺北市中山區江山里10鄰民生東路三段41之1號,121.539794,25.058057,@@ 西華後巷知名餐\廳街,91 人,松山區
140,台北市-中山區 長安東路二段X號,臺北市中山區興亞里11鄰長安東路二段6之1號,121.530307,25.048402,a 復興星聚點,72 人,中山區
141,台北市-大安區 安和路一段X號1樓,臺北市大安區建倫里3鄰安和路一段29之1號,121.550678,25.039158,Y 近捷運信義安和 仁愛圓環 敦南誠品,66 人,大安區
142,台北市-大安區 復興南路一段X號,臺北市松山區中崙里1鄰復興南路一段1之1號,121.544131,25.047256,H復興SOGO 商圈 小坪數大效益,88 人,大安區
143,台北市-大安區 大安路一段X號1樓,臺北市大安區光武里17鄰大安路一段2之1號,121.546008,25.044847,@@ SOGO 微風 面寬金店,96 人,大安區
144,台北市-大安區 光復南路X號1樓,臺北市松山區復建里11鄰光復南路4之1號,121.557644,25.047772,@W 大巨蛋 國父紀念館 面寬金店,59 人,大安區
145,台北市-大安區 大安路一段X號,臺北市大安區光武里17鄰大安路一段2之1號,121.546008,25.044847,@@大安信義發財金舖,90 人,大安區
146,台北市-大安區 敦化南路一段161巷X號,臺北市大安區建安里1鄰敦化南路一段161巷1之1號,121.54945,25.043615,H ZARA 網拍街 大面寬店面,72 人,大安區
147,台北市-大安區 仁愛路四段X號,臺北市大安區仁愛里5鄰仁愛路四段25之1號,121.544882,25.038231,@H 仁愛路上  超漂亮大面寬金店面,80 人,大安區
148,台北市-松山區 民生東路五段X號,臺北市松山區介壽里12鄰民生東路五段26之1號,121.55643,25.058239,@S民生社區商圈雙面寬金店面,68 人,松山區
149,台北市-大安區 敦化南路一段X號,臺北市松山區福成里1鄰敦化南路一段2之1號,121.548478,25.047618,@@ 敦南錢櫃 ZARA商圈169旺鋪,90 人,大安區
150,台北市-松山區 民生東路四段X號,臺北市松山區精忠里4鄰民生東路四段45之1號,121.5501,25.057935,@a 民生敦北十米面寬 人潮連鎖金店,99 人,松山區
151,台北市-中山區 興安街X號1樓,臺北市中山區朱馥里3鄰興安街2之1號,121.537372,25.056105,@a 興安國宅商圈  55坪 賺錢金店面,80 人,中山區
152,台北市-大安區 敦化南路一段X號,臺北市松山區福成里1鄰敦化南路一段2之1號,121.548478,25.047618,@H敦南林蔭精品店面,57 人,大安區
153,台北市-中正區 羅斯福路四段X號1樓,臺北市中正區文盛里9鄰羅斯福路四段6之1號,121.53285,25.015886,S ㊣公館台大商圈人潮爆夯$$潮黃金店,79 人,中正區
154,台北市-中正區 羅斯福路一段X號3樓,臺北市中正區新營里3鄰羅斯福路一段1之2號,121.517376,25.034307,B 中正紀念捷運　３Ｆ可掛招　大空間,97 人,中正區
155,台北市-大安區 瑞安街X之X號1樓,臺北市大安區住安里2鄰瑞安街17之1號,121.544098,25.031413,S 瑞安稀有店面,57 人,大安區
156,台北市-中山區 復興北路X之X號1樓,臺北市松山區中正里14鄰復興北路15之1號,121.544268,25.048715,J 復興長安星聚點黃金店面,99 人,中山區
157,台北市-松山區 南京東路三段X號1樓,臺北市中山區力行里28鄰南京東路三段28之1號,121.537948,25.051784,S 近兄弟飯店 超優美店,88 人,松山區
158,台北市-信義區 基隆路二段X號1樓,臺北市信義區景聯里1鄰基隆路二段13之1號,121.559289,25.032233,S 臨江夜市超級金店,93 人,信義區
159,台北市-中山區 中山北路三段X之X號1樓,臺北市中山區集英里21鄰中山北路三段2之1號,121.521748,25.063948,▲近雙連捷運站$$潮熱鬧精華商圈,57 人,中山區
160,台北市-松山區 三民路X號1樓,臺北市松山區東光里22鄰三民路9之10號,121.563741,25.053855,▲近南京東95坪$$潮熱鬧精華商圈,95 人,松山區
161,台北市-大安區 敦化南路一段187巷X號1樓,臺北市大安區建安里12鄰敦化南路一段187巷45之1號,121.551437,25.042759,▲近忠孝復興捷運$$潮熱鬧大商圈,89 人,大安區
162,台北市-萬華區 廣州街X之X號1樓,臺北市中正區南門里14鄰廣州街1之3號,121.509932,25.03527,S 剝皮寮古蹟旁難得釋出漂亮金店,83 人,萬華區
163,台北市-大安區 安和路一段X號1樓,臺北市大安區建倫里3鄰安和路一段29之1號,121.550678,25.039158,▲近捷運忠孝敦化站人文匯聚商圈質感金店,81 人,大安區
164,台北市-中正區 羅斯福路三段X號1樓,臺北市中正區頂東里6鄰羅斯福路三段2之1號,121.524659,25.023391,B 公館商圈 人潮爆夯金店面,58 人,中正區
165,台北市-中山區 新生北路二段X號1樓,臺北市中山區中原里4鄰新生北路二段29之1號,121.527785,25.053913,S 捷運中山國小旁金店,73 人,中山區
166,台北市-內湖區 舊宗路一段150巷X號3樓,臺北市內湖區湖元里18鄰舊宗路一段150巷25號,121.576432,25.062098,S 內湖知名商場招租中,79 人,內湖區
167,台北市-中山區 民族東路X號1樓,臺北市中山區大佳里8鄰民族東路93之1號,121.536178,25.068455,★近圓山捷運.花博園區旁格局方正金店面★,81 人,中山區
168,台北市-信義區 永吉路X號1樓,臺北市信義區雅祥里7鄰永吉路21之1號,121.568165,25.045872,★近饒河街夜市 永吉路金店辦 餐飲可★,78 人,信義區
169,台北市-北投區 石牌路一段166巷X號1樓,臺北市北投區榮光里24鄰石牌路一段166巷26之1號,121.513668,25.113987,★近自強市場一樓金店面.附冷氣.可停車★,74 人,北投區
